,***u_sigma***_0,***u_sigma***_1,***u_sigma***_2,***u_sigma***_3,***u_sigma***_4,***u_sigma***_5,***u_sigma***_6,***u_sigma***_7,***u_sigma***_8,***u_sigma***_9,***u_sigma***_10,***u_sigma***_11,***u_sigma***_12,***u_sigma***_13,***u_sigma***_14,***u_sigma***_15,***u_sigma***_16,***u_sigma***_17,***u_sigma***_18,***u_sigma***_19,***u_ljalpha***_0,***u_ljalpha***_1,***u_ljalpha***_2,***u_ljalpha***_3,***u_ljalpha***_4,***u_ljalpha***_5,***u_ljalpha***_6,***u_ljalpha***_7,***u_ljalpha***_8,***u_ljalpha***_9,***u_ljalpha***_10,***u_ljalpha***_11,***u_ljalpha***_12,***u_ljalpha***_13,***u_ljalpha***_14,***u_ljalpha***_15,***u_ljalpha***_16,***u_ljalpha***_17,***u_ljalpha***_18,***u_ljalpha***_19,***u_negfreq***_0,***u_negfreq***_1,***u_negfreq***_2,***u_negfreq***_3,***u_negfreq***_4,***u_negfreq***_5,***u_negfreq***_6,***u_negfreq***_7,***u_negfreq***_8,***u_negfreq***_9,***u_negfreq***_10,***u_negfreq***_11,***u_negfreq***_12,***u_negfreq***_13,***u_negfreq***_14,***u_ilt***_0,***u_E0***_0,***u_E0***_1,***u_E0***_2,***u_E0***_3,***u_E0***_4,***u_E0***_5,***u_E0***_6,***u_E0***_7,***u_E0***_8,***u_E0***_9,***u_E0***_10,***u_E0***_11,***u_E0***_12,***u_E0***_13,***u_E0***_14,***u_E0***_15,***u_E0***_16,***u_E0***_17,***u_E0***_18,***u_E0***_19,***u_E0***_20,***u_E0***_21,***u_E0***_22,***u_E0***_23,***u_E0***_24,***u_E0***_25,***u_E0***_26,***u_E0***_27,***u_E0***_28,***u_E0***_29,***u_ljn***_0,***u_ljn***_1,***u_ljn***_2,***u_ljn***_3,***u_ljn***_4,***u_ljn***_5,***u_ljn***_6,***u_ljn***_7,***u_ljn***_8,***u_ljn***_9,***u_ljn***_10,***u_ljn***_11,***u_ljn***_12,***u_ljn***_13,***u_ljn***_14,***u_ljn***_15,***u_ljn***_16,***u_ljn***_17,***u_ljn***_18,***u_ljn***_19,***u_method***_0
0,1.4230614038969005,1.0833211285686501,1.2162198888238522,1.5654583239013702,1.4528274133816927,0.8224598797306611,1.2092709816177716,0.9701821499506467,0.9795678535285559,1.0855857470874042,1.0292276990334075,1.3375702227395,1.1644018771774078,1.024633516008845,1.0928321689152918,1.0690120086061983,1.3482612706031987,0.9597987491940925,1.0646153288318752,0.8429740133406525,0.27901355672835415,1.3865370361924976,1.5406710980088738,0.6899870082417616,3.110791862640492,0.4832685202318311,1.0231429964230945,0.9106543016700284,2.1519827084905643,2.084813462768098,1.0805538274030073,1.2081391216389543,0.6415341422514926,0.37142874596880887,0.8403338087934381,1.081311314331098,1.8499254488583778,1.8242882744956845,0.8239351870129161,0.8597175488174539,0.8108188686632695,0.7527639442090336,0.7108782950768844,1.4772098604168977,0.9030923718852265,0.9161136404995975,0.7783654990411317,1.168239682725105,0.724133457868322,0.9583444101743505,0.8360278841236897,1.0804531101343726,0.9028841507723931,0.7896808228849108,0.9943794092896299,8.513552901125276,0.6651722238316788,3.024718977397814,-6.343220936809636,-3.627411659871381,-6.72460447775951,-3.595531615405413,-8.13146282044454,-17.26282602331677,1.7742614225375284,-4.017809362082619,-16.301983469660446,4.627822555257742,-9.072983643832423,0.5194539579613895,7.2909056217753685,1.2898291075741066,11.394006845433006,-12.348258203536526,4.02341641177549,-6.848100909403132,-8.707971491818817,-5.788496647644155,-3.1155253212737266,0.5616534222974544,-11.651498407833564,9.008264869541872,4.656624397304599,-15.362436862772238,14.882521937955996,18.958891760305832,0.1768169356739476,-0.026988725371852637,-0.16061289322658137,0.15816775903967048,-0.06047654204597694,0.18336676055736412,0.031241246711529044,0.14649585547255692,0.05345495957616028,0.10598597522879222,0.0015750031081230716,0.2678805740858753,0.019036813905542987,0.06029840451670525,0.28247260455843815,-0.20216385917136695,-0.19057274977286004,0.14540950622370166,-0.17596851076712397,0.29154317784739386,reservoir state
1,1.1285283686917666,0.7056671255835733,1.3564152341989026,1.451670647027798,1.2946955669919045,1.297110702333237,1.2015838545090123,0.9687389601875551,0.8246364373565876,0.6715574150455518,1.0181081450863414,1.0232366359496055,0.8894401701436966,1.061575799656374,1.0454547731304284,1.0909366001897285,0.9908921105820805,1.0100296459493767,0.8293557444596029,1.0591614714247128,1.1974731562476326,1.2263889760292677,0.3789474120506453,2.0594065422475074,1.101232967468556,0.8102338168352654,2.387213367024561,0.8335651729964766,1.9581050802291364,0.6642408424986483,1.0422219952440084,0.5243849496313562,0.7185269137574215,0.5542743446760138,1.103869041592729,1.229921059825711,1.819680598433498,2.5642779267635842,1.4291958024782352,3.133550407617948,1.367276104744619,1.1300035134567108,0.8390603331125354,0.723092953068342,0.8901773206482848,0.8980165413664709,0.7325638786543829,0.9891661447925336,0.6961043106988489,0.8814076532511818,0.8305793273470824,1.3473563097103207,1.039874327651515,0.9099907296603449,1.4368754508497525,1.0431427912110247e-05,6.512093458423532,-11.304964495022286,-7.773466557621179,11.159384541230787,13.394530165479248,-17.67433651389149,4.244124588283147,10.893090451046136,-3.841856809981227,6.322014141604557,-5.496559008798231,5.211257395089367,1.0834954876317913,2.6166847688739403,-9.147553300988594,8.582377853547566,0.9433428997619214,-14.859038586477894,-19.005842612433007,-11.375791970311377,-17.620388850389276,-2.8862321917014846,10.479822246933699,2.4995754081903794,0.46904461519424834,-10.322430367309076,4.031856815549561,-6.84059252016005,12.623221862070569,-20.05556590963453,-0.0498045594698557,-0.04441506043553159,-0.332754113484587,-0.027525431850323433,0.05884620834838119,0.03624522098324115,0.015590386841753233,-0.12443567799549923,0.07391390871236957,0.013516918647571173,-0.1496351308257064,-0.12000573215921398,0.031061336108191187,0.07851945407839225,-0.10490922319988844,0.1370558711125355,-0.10091771766579498,0.0199986746246673,0.06403440305058468,-0.0019274087590101425,modified strong collision
2,1.0575817350814214,0.9805613375049868,1.1996571187852798,1.065499435798428,1.1703063971385088,0.9109349226481294,0.827878188147253,0.9212628025510394,0.9966017045487698,1.0787795405660006,1.5712347734291836,0.9915841826078217,0.8259764637648404,0.9331434345785706,0.9114494039793309,1.1010852614537323,0.7347981797206017,1.0127327790814957,1.031796345128052,1.0475312520273206,0.7418130405461558,0.8878425459172941,0.49064694906848116,0.7814063720929877,0.7622880792302199,1.2312439787424143,0.5609681122909961,1.4778658455590459,2.111169949474788,0.3552290406900326,1.2375447363449263,1.4027772442873485,0.7270801842865378,0.8198483399053383,0.9357187870859873,0.8616592055332081,0.8568379359382985,0.4325739852124397,1.7792034824625864,1.7156796440456976,0.8498691760770148,0.7458096549483371,1.109836797561543,0.8912256810524134,1.0287974878410977,0.9381309976074549,1.148328894363556,1.149066448435739,0.8649189501466654,0.7583025798897944,0.7286311227704618,1.1298398260529763,0.7883825388258748,0.9036047199927265,0.8875745087013941,0.7688676112281561,-19.36279805846507,1.8877859679382856,5.238910238342056,0.8842208704466141,-3.108861716984717,0.9740016626878341,3.9904634564013017,-27.725927564266502,19.559123082506943,3.9009332268792645,-6.5240858238702,-3.909533751876011,4.937417773491885,-1.1610393903436653,-20.306844677814944,20.644928613593194,-1.1054065723247262,10.201727117157997,-6.920498477843911,15.363770542457978,2.863436888922796,6.088438344754508,-10.452533661469548,12.111452896827009,6.898181645347884,13.018462295649984,-6.28087559641579,-4.810271184607878,23.039166976839418,-10.600158227215474,-0.020392455101748124,0.1705337043904043,0.014658745157228339,0.08744305196299404,-0.05991735438943127,0.055508383177127814,-0.1959790277602975,0.24871960194272819,-0.017724606769285462,-0.10202673059952755,0.09995746230478715,-0.06910796810828299,-0.200138770710413,-0.2020076258696333,0.10406597290351988,-0.023936015721940034,-0.020055233950265875,0.1616615708964394,-0.16902387131351151,-0.10960166292972372,reservoir state
3,0.8659697228344593,0.9765559601095675,0.8507617017663851,0.866076368356008,0.8916257615182651,0.9261348420534502,1.060061375673811,1.0146780768971104,0.996296027662937,1.0202089476578797,1.0893881302280333,0.8122414988102985,1.0599753742065137,0.9988468844690797,0.8215685204274642,0.8514351485606205,0.786913189196461,1.1657372894412699,1.0444653303747053,1.5172330864525139,2.131312624194818,0.3497934762487117,1.6537351567405236,0.5953788015402963,0.4055002398312683,0.5763166421024657,1.7147881593299736,0.7715397906956581,0.8686950157941347,1.3233741721223782,1.4587858653254682,0.5883428467292972,1.0276112405359648,0.949196619248799,0.8387816624945783,1.3429914744625633,0.4773601392073215,0.4909180921266569,0.661509747334121,1.4800920963701025,0.9616704633261448,0.7765307102141249,1.1869495766893292,0.905924899121904,1.002931620503795,0.7252105215331043,1.0329284289044431,1.1129427834723695,1.18071208929901,1.232107253531736,0.8588255530356936,0.9830588788600262,0.8538559919584943,0.9101299157319612,0.8133361854124832,0.31476355284694774,-16.102434600156975,14.30601897972214,-17.25385721555813,3.5924958864213026,8.819349540696894,2.050130877189894,12.113635072601951,-21.69423192842521,-3.3502103924940525,-17.16971534871996,-14.61865530541833,-5.711020853908936,-19.679282016328585,0.6088320039933308,4.487188821077556,-22.815636730006595,-7.888095081343715,11.872708750394985,-9.41222102532883,-1.2822969699483775,12.723861347481149,-8.029947419874645,10.223032030833732,15.078759155681063,-9.233416962468077,6.587775564731083,12.85972561101611,-11.550670305138196,1.1887645415157162,10.32144978290616,0.08099286482501146,-0.33768917810699783,-0.051542588439357495,-0.01019152977420524,0.17648808448389358,-0.2272522725076384,-0.1340507718543122,-0.10203654411834019,0.02913099661311315,-0.1451246097358296,0.16023895354156137,0.1819631409071103,0.1717078203573831,0.25176066730601127,0.0717607319748625,0.013760647763300927,0.006398021529869102,0.20463776058449373,0.16493833582294865,-0.09416016616465754,reservoir state
4,1.2075689634050577,0.5781421921191977,0.8923807294812716,1.0554644119707302,0.9108572324461838,0.7532325838158282,1.189808889752041,1.0569362376384237,0.8234759667301152,1.0649879035236893,1.1785880360783136,1.0010590896996991,1.1736434390724095,1.0157751697300337,0.923997607591151,0.7930380284871771,0.9829606861343325,1.0396234576160306,1.1914446379537162,0.9772414790148619,1.2569747012470864,0.6173581170338351,0.676167415244424,0.9463009330092091,0.5901879508835578,1.5070045195268762,1.2605714686114833,1.1497538571398604,1.1846555563741101,2.7470339905698755,0.7910199470812925,0.33263128897837585,1.104784284702198,0.9750156366912569,0.7720086523945536,0.612984928578968,0.8028440758602458,1.0949067661872123,0.7777047307323574,3.340855258978602,0.8252236187654807,0.8533175959937396,0.6327220783418664,1.051583247231307,0.6681241124919856,0.8977255089968064,0.9463582262636607,0.8676684622928075,1.4159129756249107,1.2200341842907916,1.3019034361601098,0.8382123885041364,1.2532232255289666,1.1042873439087042,1.1668189381623826,171.94835049767653,-9.08763245959053,-4.243176209779015,8.625960113284512,-26.556190929749327,15.13328082573205,5.53132064207584,-0.45703960660234855,2.205076557571733,-10.299352833089765,-3.4994336458910476,11.002843382203737,12.980219723262213,26.962240525635796,-0.7392466628041514,-6.585529668050038,-5.142339659399888,-10.180418752873647,-0.7785475594085076,3.8273243001226813,-0.3424228053195387,10.963468456657985,-2.3421580134453652,-3.4745065249856326,-5.812684768603252,-16.32634526234495,-15.67767724308454,-11.791579306376878,13.014280716647608,8.952602728899299,13.749640663929899,-0.19983174818917526,-0.295293703467903,-0.09900844802011242,0.026372842994404202,0.07480354123647412,0.1571958233952079,0.04264195062108219,0.26140031709834466,-0.03339085214224807,-0.13696188270626944,-0.252182732324165,-0.13334570371431748,0.03631769414776845,-0.1333080386030446,0.14051136953028856,0.21184915590561645,-0.3554380357839904,0.12960784507464718,-0.3359406087992605,0.060224858263543124,reservoir state
5,1.0029562568079995,0.9247700973042118,0.9252568395860612,1.2337130862844088,0.9936066475639532,0.9904986526529105,0.9460417385446542,0.9098939237250163,0.9636126048403418,1.0398578749908325,1.346726169254911,1.0671256371271376,0.7884955906386211,0.9705592216441438,0.9411377314282281,0.7619004248722625,0.6520699289137201,1.0834901161111266,1.1518490005295252,1.1717771838899673,0.8898418390791974,1.5370617768594315,1.2009828552162631,1.437940066855549,1.009009571644671,0.3189439311830644,0.47738949792497765,0.5083424366400677,0.9856314628848931,0.42370567152582694,0.5618869372586017,1.6008190515622642,0.5979408364840334,1.0333106850639793,1.2278137455526204,0.5574038940668303,0.3839650243535806,1.0372964743512239,1.4547645503974007,1.0440100857546661,0.7064894671662761,1.0314718424550404,0.9406163117005562,1.1976821693439927,1.1811348968807505,0.9191176220077026,0.6374970314626248,0.713805457570978,1.1725035291097723,0.93377767365043,1.076476687200815,0.9807026171257385,1.1362969657596655,1.236490761774053,0.8566572740241267,0.030805033161994868,-4.12356439986962,-18.103069702751537,15.30826797754252,-0.33251093210530036,-0.7198203779941431,0.6865297829575487,11.655695952631564,-2.4849596230685367,-4.79482925697257,-8.414566713006934,-1.343462492637966,-7.572496715236633,1.6338980134691488,-9.398054337410057,5.563441573532294,-14.621703172721743,-1.642544408852212,6.566366768715465,-8.01201042986323,-8.275853376370234,-5.748290428016427,-0.20751584547744148,-11.488895239887869,17.503906602855167,11.864183177078813,-4.701472413343794,7.59823715570478,-2.8299434901579508,-6.559941798838604,12.421284950064578,-0.22028346916592417,0.12676005794559142,-0.08762857066333718,-0.07950035528036141,0.22314147144993599,-0.08823822259884874,-0.2100392860727553,0.4585986500441592,0.04883100460031954,0.05776946121474986,0.051606234597752716,-0.16639725262972646,0.051308626915380656,-0.08653306852305372,0.16991118310153647,0.07487493067073286,0.12902429740402005,-0.006411498416546405,-0.011276572022024737,-0.024536545068138356,reservoir state
6,0.7838107309992918,0.9408300818712109,1.228491628464259,0.9856466048931724,0.8868038041215888,1.3640369329666417,1.0590591266598368,0.6286888271163479,1.0654871636813057,1.1096094681414514,1.0461552015660331,1.0941112830145285,0.9866349937419533,0.7682199651178495,0.9285409454735888,0.8276845635220016,0.8298185785375211,0.7767679127517031,1.0947191195398571,1.0197721592726259,0.7992490486547555,0.7227665758979342,0.9883567607754292,1.715316075219575,0.36710482032259006,1.2073625386360032,0.7612024027706048,0.38973318208698826,0.3780036068102631,0.6335655910144448,1.11600436796269,1.217173621065813,0.625320609020781,1.6628125829711382,2.0370277258229517,1.2190151668669313,0.7440096052842755,1.7545450494959007,1.4589220598084667,1.542961629610493,0.8769610196332366,0.5672751037885658,1.5270812050571305,0.7245708860345742,0.9928719118227947,1.609862980739453,1.068349945565448,1.2090673710795452,0.7404632213135558,0.7007995433681292,0.8989385879147036,1.243773553609588,0.9330934806515438,0.8530584045859416,1.0403877268862487,223.55916343665356,-14.449401990733717,-12.105429941233517,-7.886692545093662,10.946383747120914,2.348215259487319,21.321534105704437,9.364457258311159,-0.35095176869670386,12.65077838088766,2.11497012731878,-7.04921352507445,6.7997484424510235,-6.963266538610828,-2.903971008038668,13.27782695957983,-1.0128148621739936,-8.031413873416284,-4.643376914354916,10.21790585588673,-5.525406734167292,-3.8687084685064654,-5.102927396336286,1.8392549434030994,-3.8548976037560827,-16.01836048972537,-8.871809418450402,-9.327890415064383,12.43319384455155,8.126740421090425,5.872593793998259,-0.07580374758966149,-0.12236873129909569,-0.07612764024860355,-0.15778201538275108,0.37458005873805106,-0.3367982472557103,0.08460128026107136,-0.19268284469887909,-0.015651523724203895,-0.14820029137406016,-0.17664434437239462,-0.17102944514024424,0.2632479230613088,-0.0199482633464388,-0.11485532917171294,0.08336804461243094,0.001552397184944903,0.10800506390124792,-0.2736384983906745,0.045540585669300214,reservoir state
7,1.1620111807703033,1.0329550317918497,1.1328992884072124,1.185415019424229,1.1712156813534975,1.0223924018620458,1.2405830803888176,0.995604664821648,0.9110027905496724,1.1149217576567352,0.8017669495662325,0.8652435309982641,1.412714935441975,1.0100617327274442,1.0069248684925856,0.8302231578197442,1.194581628489223,1.403672991680441,0.9972782089702662,0.946259531412737,1.0280598952936024,1.6870880307503981,1.0521345347370277,1.3232378786730348,0.8518115733809152,0.7435402283626047,0.8220001403730705,0.9824402563439374,0.855918173329134,0.27131607093851745,1.2912486235352094,0.47751479678986364,0.6681093453883238,1.4720016850631716,2.129817350542879,1.9203188403483769,0.9836171759773108,1.8232772188010145,0.9590594501818533,0.5811029021096928,0.7759219077593307,0.856461910371114,0.8864418664981734,0.926904190209607,0.7949096404470419,1.0166761378837108,1.2269282411202134,0.743928506761954,1.462592107489426,0.8397395079962265,0.9837612667704267,1.264123483248221,0.9978154134167228,0.9366130231643579,1.1576488519531587,0.06346632041212748,-7.521337125337318,-10.613605771141073,6.751333036184251,9.138903300813917,17.775171850937298,5.034791244482038,0.06919555806499293,-3.0130720579205805,-0.9710763991753757,1.9347862842651484,5.767333491214476,-9.45930329130398,-3.1130298742968328,-5.17311351236712,0.556669627134395,1.8963539158362317,-24.551184595947436,4.973132710766075,-5.050130086776305,3.8610065395248796,-4.650200469878071,1.196972140379197,5.227510465256322,2.540563252999821,-21.770160803149476,3.6703553909948647,3.3286744009777665,-4.958680290988437,0.9411435623760529,3.8203832031712275,-0.27012016738043415,0.06941845547705365,-0.02145128558760692,0.039338229887624594,0.015083463182349332,0.2250985144560199,-0.007114562054676425,-0.11191067871166964,-0.20750240590387495,-0.04310857636216429,-0.2809719911479843,-0.1509379533754347,-0.03182452703947039,-0.18256602006652964,0.023922944301489186,-0.2572031199514615,0.03277805749030421,0.19721461779498178,0.0423296362137634,-0.1260125485270491,modified strong collision
8,1.0042212889141324,1.0200900333654608,1.0465285615936541,0.8159944465644957,0.9773063980944221,1.063696651575361,0.7602165162225643,1.1890213627819417,1.241443985932736,0.8813722617951645,0.9528788023438621,0.8389215604834462,1.1501312849869985,0.8087669642573748,0.9564799979320711,0.8421610758411667,1.0102429590122128,0.6984820110536875,1.3038120614637443,0.8245468759229303,1.030400273252004,0.8991894591516171,0.6831387747329163,0.6415359420761857,1.5971156310476775,0.7688800552948825,1.1452066399768381,0.6698185375909828,0.7235463177724368,1.2663307873810148,1.5923393878991048,0.9160739362241315,0.4911724770319115,2.7155052718285884,0.6516324166924903,0.4626457207160403,3.6590819912308157,0.8170817344778516,0.48149167186180475,0.7105472129085658,1.0762782007505176,1.0387959598158267,0.84337309446704,1.4398583202405655,0.9009406132406248,0.7890407450545978,1.2118385627111554,1.3044905342083306,0.8491676712570058,0.7555801164563944,1.2288609132140134,0.664005582201154,0.7824507233703775,1.2134763173533762,0.9889905429848578,0.2672189970872634,3.5281660649437834,-1.5277442354540869,-12.986867221630902,12.760753460061876,13.250140528868153,2.0533256377795968,0.45134015432010277,23.39624806020058,-2.764328450158372,-2.5957698183403943,3.644812492405056,14.713219561423383,15.927707544174837,-2.5857263167677127,3.0833124595934525,-13.780834670640772,-3.1197610791621293,-8.402903954793064,-10.068317522989839,16.815767162673275,-7.922866618061449,-5.316059080114549,3.658487879168582,12.978252669735856,4.8111512638883545,27.593551140215823,-0.7466797825114957,2.5871644022974607,2.7560067398405637,14.350493867891545,0.07608584266644229,-0.017434455058072364,-0.14212328923603193,0.03666651839424489,0.21020172469379395,-0.061557269048680585,0.07934154276248732,0.03692216830272662,0.1295279487571972,-0.12071306109568039,0.3519970545789842,-0.19187416605423874,-0.054832663497905595,0.14071388113584682,0.044509975874117,0.12449792386216547,-0.07441535009738436,-0.01122074740205116,0.0018347975458226078,0.23538894218038564,modified strong collision
9,1.1696925127595361,1.1415920682326552,1.209743091130016,0.8814478186211794,0.7527249030052435,1.6823234341333448,0.9408728260736212,0.8899171372604009,0.9268969340119326,0.971761721741231,0.7825259782525233,0.7943007357188846,0.9449368537474553,0.9861252036715193,1.1015027121335048,1.2206065322745443,0.8958696185410344,0.7047285717428349,1.1338750917616516,1.2325992968655874,1.0860424872690129,1.3476251421533054,1.4628568932089292,1.6213200717375553,0.9352455935409695,0.7498486064197274,1.2132173966942774,0.8189957206318143,1.4017068624626743,1.1933566531547386,1.6739249121456898,0.7776565715950445,0.8798510349322368,1.311739634900422,1.1827211562746789,1.0203756508733381,2.306038064034051,0.6056441032296541,2.016216724388348,0.7716990080455177,0.7276335707260934,1.0341428331578106,0.8307870060136336,0.8392625501792894,1.450996330182337,1.0610002980211726,1.0234808044931167,1.0551952522253185,0.891935647460382,1.1020048592892362,0.7818039752491426,0.6979958626549999,0.7965908565954686,1.2307971459917846,0.8184712715623221,0.001074709466604717,3.242716384130035,12.968429902423473,13.039074538070743,-6.2954068552088716,11.250858789338471,10.206878322732994,-7.690619994583036,9.65486149537822,19.100863624940946,21.261373094869587,8.835117575301224,-6.688058350840251,9.088926894979185,18.1206281426864,-2.5648041712866028,1.579319807499222,-15.175776254735919,0.8734573899068272,9.441931553542345,-10.558261081073903,1.2766509946627824,-29.616503290269577,21.102998378475583,5.806700395443065,-7.349920792212394,-2.8586443033665576,-9.265417262762252,-5.070830095908833,-18.776977140068077,5.792182764264631,0.21905264193020468,0.22395322057341716,-0.11364945518829292,0.1616069640603607,-0.1778844578991456,-0.08006647520396602,0.04145481229579987,-0.0010864726470718035,-0.21132542130389265,0.02619989333162227,0.1709274357934465,0.20580678163736854,-0.053415122619995994,-0.08396989707763128,-0.03994873274200589,-0.04788350761743503,-0.044701515554451274,0.01840323596326519,-0.17282016372110776,-0.1575425713516535,reservoir state
