,***u_sigma***_0,***u_sigma***_1,***u_sigma***_2,***u_sigma***_3,***u_sigma***_4,***u_sigma***_5,***u_sigma***_6,***u_sigma***_7,***u_sigma***_8,***u_sigma***_9,***u_sigma***_10,***u_sigma***_11,***u_sigma***_12,***u_sigma***_13,***u_sigma***_14,***u_sigma***_15,***u_sigma***_16,***u_ljalpha***_0,***u_ljalpha***_1,***u_ljalpha***_2,***u_ljalpha***_3,***u_ljalpha***_4,***u_ljalpha***_5,***u_ljalpha***_6,***u_ljalpha***_7,***u_ljalpha***_8,***u_ljalpha***_9,***u_ljalpha***_10,***u_ljalpha***_11,***u_ljalpha***_12,***u_ljalpha***_13,***u_ljalpha***_14,***u_ljalpha***_15,***u_negfreq***_0,***u_negfreq***_1,***u_negfreq***_2,***u_negfreq***_3,***u_negfreq***_4,***u_negfreq***_5,***u_negfreq***_6,***u_negfreq***_7,***u_negfreq***_8,***u_negfreq***_9,***u_negfreq***_10,***u_ilt***_0,***u_E0***_0,***u_E0***_1,***u_E0***_2,***u_E0***_3,***u_E0***_4,***u_E0***_5,***u_E0***_6,***u_E0***_7,***u_E0***_8,***u_E0***_9,***u_E0***_10,***u_E0***_11,***u_E0***_12,***u_E0***_13,***u_E0***_14,***u_E0***_15,***u_E0***_16,***u_E0***_17,***u_E0***_18,***u_E0***_19,***u_E0***_20,***u_E0***_21,***u_ljn***_0,***u_ljn***_1,***u_ljn***_2,***u_ljn***_3,***u_ljn***_4,***u_ljn***_5,***u_ljn***_6,***u_ljn***_7,***u_ljn***_8,***u_ljn***_9,***u_ljn***_10,***u_ljn***_11,***u_ljn***_12,***u_ljn***_13,***u_ljn***_14,***u_ljn***_15,***u_method***_0
0,1.4230614038969005,1.0833211285686501,1.2162198888238522,1.5654583239013702,1.4528274133816927,0.8224598797306611,1.2092709816177716,0.9701821499506467,0.9795678535285559,1.0855857470874042,1.0292276990334075,1.3375702227395,1.1644018771774078,1.024633516008845,1.0928321689152918,1.0690120086061983,1.3482612706031987,0.902506729870303,1.1694503485086472,0.6524323197730042,0.27901355672835415,1.3865370361924976,1.5406710980088738,0.6899870082417616,3.110791862640492,0.4832685202318311,1.0231429964230945,0.9106543016700284,2.1519827084905643,2.084813462768098,1.0805538274030073,1.2081391216389543,0.6415341422514926,0.6728994987859648,0.9327832410186394,1.0317638298453355,1.2789739259947437,1.271854370492243,0.9254590785219226,0.9413309036817558,0.8108188686632695,0.7527639442090336,0.7108782950768844,1.4772098604168977,0.07821757528770648,-4.380743016111864,-12.527953600499263,7.7749035583191,-16.138978475579513,-2.127402802139687,-8.954665611936756,3.86902497859262,-5.1080513756887305,-11.806321841224122,-0.2818222833865487,4.283318705304176,0.6651722238316788,3.024718977397814,-6.343220936809636,-3.627411659871381,-6.72460447775951,-3.595531615405413,-8.13146282044454,-17.26282602331677,1.7742614225375284,-4.017809362082619,-16.301983469660446,0.06941733832886612,-0.13609475465748633,0.007791809369420842,0.10936358432663053,0.019347436613611598,0.1709101026814951,-0.18522387305304788,0.060351246176632345,-0.10272151364104698,-0.13061957237728225,-0.08682744971466232,-0.0467328798191059,0.008424801334461815,-0.17477247611750346,0.13512397304312807,0.06984936595956898,reservoir state
1,0.7354676399513637,0.7489319782659106,1.0783500292295345,0.9859876539204734,1.1284352532082857,1.0990320078320315,1.178194825951883,1.1990192409581957,0.889438801787359,1.206244444961692,0.9503531578551047,1.2149704341411514,1.042327876398402,1.2459875078767442,1.2068086502006263,1.1289384880891136,1.0003522301613348,0.6095221001427015,2.5502643979423643,0.8864444698171876,1.0270313471507813,1.6743214418164765,0.5280868640752984,1.5202273295235855,0.4747078550409341,0.5856063331536124,0.9007168716291865,1.352948301811027,0.41831141350153234,2.142800045766373,2.5390440677017665,1.907300631082922,1.916207813353217,1.2015838545090123,0.9687389601875551,0.8246364373565876,0.6715574150455518,1.0181081450863414,1.0232366359496055,0.8894401701436966,1.061575799656374,1.0454547731304284,1.0909366001897285,0.9908921105820805,1.2833733887891472,-9.355304554703544,2.873876518676211,3.604272671140195,4.08148119296598,-19.407156760215802,14.44835710018092,1.9286086320953464,-4.208648204222881,17.402534609379348,-3.640867757814793,13.43954419584932,-8.182209613286917,0.8270993579791166,-12.910584553469771,-6.611042318158495,-11.801910156259165,1.97642638146143,4.138999766425578,11.973219806427608,18.833538579153103,7.142238203796749,22.843333544703444,0.23461538695929363,0.09166555647985634,-0.13160449826879064,-0.24316312447068106,-0.08725094956310823,-0.08067509296474859,-0.2334035516542961,-0.008169726567188153,-0.2716918186377069,-0.09467628266217602,-0.13922387768553193,0.2236082875438535,0.029324900291299152,-0.07074065003217393,0.2718531977297192,-0.3441206218199126,modified strong collision
2,0.782636364698025,1.1839692860394786,0.8186954915312492,0.7342143820644628,1.268209367196524,1.0654407063920628,1.2022223047836913,1.0658211453706081,1.1869252293708668,0.8779153356334765,0.8131427762114148,1.1460473140035703,0.8515628822287723,0.8711771328798987,0.9129204790484978,1.0035019493515767,0.9316493376511384,0.5028438237237901,0.724836474909954,0.32899866824509294,1.3669961283495076,0.44886691970889914,0.57568671160771,1.026425665772302,0.6908852738249998,2.163024119168754,0.523913620375347,1.1428503337917912,0.9805502266458642,0.5576371768022164,1.2990566279923323,0.9178023967554844,1.470930620431853,1.1790403333809103,1.5413323270806245,1.3064396200720525,0.928823667063586,0.9532521397905865,1.2459918995462842,1.140027911803143,1.1365829003665213,0.7236906847729484,0.9951465911564539,0.862770822863061,4.053671425209732,-0.9815038964295795,9.101789080925919,3.1721821519130207,7.863279621089761,-4.66419096735943,-9.444462559182504,-4.100496932025485,-0.17020413861440595,3.791517355550818,22.59308950690852,-0.42257151660642694,-9.55945000492777,-3.459817756993864,-4.635959746460942,4.814814737734622,-15.407970144446248,0.6326199420033172,1.565065379653756,2.3218103620027577,-5.973160689653627,-2.37921729736007,-14.240609089825316,-0.07399798250432911,-0.08142922140250766,0.06240750693921382,-0.1734273647732869,0.117179715256499,0.22417268167370533,-0.31049775375202987,0.06393880961671514,0.10153620525453683,-0.09561555383283435,-0.05959077214931965,-0.019932086638043342,-0.04466863191025925,-0.04635194535706833,-0.25140057094949647,0.172849734717468,reservoir state
3,1.2410077093453995,0.793072001635979,0.9163953354206318,1.2236631062133947,1.153358261406143,0.8644934558402633,1.1828222162821103,1.2812090415223403,0.6997999452044064,0.8527940796591819,0.7557019296714939,0.9638013102365826,0.7571161345873534,1.0072783073957197,0.8496922003854441,1.1496695633018086,0.7064620120390778,1.059638538915229,1.2006051518085556,0.9637130132191966,0.7813291386222536,4.715077213297315,1.5363002278970352,0.5613628653765996,1.6014623315937726,0.8684306291610187,0.6139588744286204,1.0503183885728862,1.572623079677588,1.6642435875762451,0.944169638657038,2.3905401869152967,0.8513434945816724,1.1804718350054144,0.9593842568353,1.2505703427827535,1.2371989790125764,1.2589348004192604,0.8568507398648012,0.7720338708059665,1.1450008304685342,1.0885113618180828,0.9074332814942513,0.989713820921077,17.0352011684922,10.67833575271349,2.7159574079996274,6.193017663036805,-0.5862599516576394,12.56571400288304,2.96747196396184,3.9858572683284677,-10.531743799470817,-6.394762666946673,-1.4852688050672027,-15.745821468209053,-4.95688197486832,-1.1757479298341038,3.731201607392755,-3.8602877102882767,-12.305931166805212,-19.582716095052316,-5.179626861325279,5.797987960213788,-13.53732839082185,-7.195266655790489,-1.1861611743771463,-0.12121740828614058,-0.10783664185438861,-0.08603158822891009,-0.05755157787666822,0.04374510602010827,0.010928547425616,-0.002783136771426248,0.015005592721598567,0.06421214265854647,-0.15596817803308832,0.04368425698009798,-0.0008653356601248115,-0.14740495204764692,-0.12062395739127786,-0.179728006969071,0.11501531498649165,reservoir state
4,0.58752619448557,1.128922801285678,0.7038583737677739,1.0943787956309008,0.8721427367393595,1.3936276383191049,1.2382534514743704,0.9133125164186083,0.871475504062197,0.7844162404179764,0.9155919102017707,0.9454719113583095,0.9296578080494694,1.0318370641867405,1.1226638508356164,1.0724340642749473,0.858276659258001,0.4872900553960726,1.9783554604382527,0.7084154296856849,0.7216992342308061,0.7705932115367186,0.3979078731146733,0.7874251172419052,0.7867632458609753,1.363669392492606,1.4179732659092295,1.001887223111319,1.5934861878917146,1.185284099066913,0.9921896050865149,1.0837899207060393,0.9090758483189608,0.9240677358718398,0.9478616678359061,0.7980354441473092,1.0576911171674366,0.8198575099426625,1.183322610009944,0.9513324329740792,1.0099481534623886,1.103809474213165,1.13730666551229,0.7304279514635315,0.35539750596854097,8.801789120807822,-16.981058194322543,3.872804753950634,-22.555642294021894,-10.225068436356036,0.386305518401881,-16.567151023219537,-9.855107376841506,-14.718350074635868,16.481349322075594,1.6422775548733395,5.672902778526694,-2.226751005151545,-3.5343174875719905,-16.164741886510324,-2.918373627478628,-7.614922118116233,8.579239242923363,11.411018666575734,14.665787155741777,8.52551939461232,-5.9865393692298605,-0.16738454789405915,0.1149994772467629,0.05344392262084333,-0.2652807676015546,0.05332226891156536,0.12217797337317995,0.008838838377244494,-0.027758050651401227,-0.12114727314245334,-0.21698020493450818,0.12004469240100413,-0.04636716671575632,-0.035019999231553904,0.25990817803787,0.10267516602887856,0.05562375019216531,reservoir state
5,1.0288198421798156,1.2572713286810786,1.3988925526134997,1.1004079514071083,1.0185168804190567,1.0085671854430183,1.3137036310096357,1.2459742837374597,0.8820144073722879,0.9744682279790897,0.8355142440498072,1.4712752531562059,1.0405207433646444,0.9712596414344999,0.9571234583725998,1.4226190213624303,0.7737953134196416,1.1444376685993847,1.5516971973615241,1.0039910800572196,1.7233782434716993,1.0402792131675824,1.4963684897938303,1.296349787756121,0.9383406544028576,0.6567236287211891,0.7806306967869276,0.933784119943039,1.6383870430934286,0.6981824358814477,2.635353926256132,1.1164964977317444,0.7885594767443099,1.0488882543216356,1.0845102333240328,1.0617640743615915,1.148243069206843,0.6830635068075909,1.058030187228693,0.632846118459439,0.8955700598930042,1.2731881804044847,0.7942479290882379,1.0315231735804278,0.04242382002184025,-18.167726661067217,-1.880148990599596,0.8906671439477726,-16.05393902295487,-7.075155875167805,-21.49104456375021,1.2630375323613372,-0.4362910055616376,10.12715018688269,-17.423371199893186,-10.684743791057512,16.553493999880587,8.519319772007186,13.709821648995895,2.740745319853915,4.038090289451045,-10.400286535760435,12.533848228474685,-4.022248171435164,-15.330155125002742,15.462455566046359,1.2454664463384726,0.030982477222051868,-0.13574918195540933,0.09817471878501646,0.06919965698773307,-0.24818868397062302,-0.2078145178838632,0.06669474640290418,-0.12701426062222584,0.13399145365709664,0.05801417470434647,-0.0007701407788798944,-0.1395209992269363,-0.22411102778372002,0.07031089024943862,0.03335012232533873,-0.03069697290344658,reservoir state
6,0.8157817891334768,0.9845496493060971,1.0795523732450265,0.9931749411270194,1.2451666409758286,0.9542370481365171,0.9328693402933442,0.8902493425080504,0.7214249646706997,0.7308452449483416,0.7899136951554909,1.2973005613912878,1.196083004143428,1.3165212133624429,0.7661001827458693,0.6745395709575803,0.8763311240064984,1.0918892760770635,1.2831848317992336,1.6887457235698655,1.1527378308270742,2.39009805028992,0.8946677662882877,0.6334719176941747,0.43144764527339224,0.641153950156096,1.128691481183704,0.6412344523257811,1.597390294652754,2.0262035162326035,0.305809337095374,1.5403753958343334,0.3263443948465689,1.0836118977649536,1.2775882396440044,1.0130557124821649,0.7741900951016522,0.8895084778833076,0.9490165044208132,0.9642073089072842,0.9602329495709562,0.9782631693192481,1.0436205961727043,0.7852801618878452,0.2981677148288126,15.182611703557054,-3.8464542314251777,-4.438360931551978,10.781973037142379,-25.591846663440965,11.813786012882858,-6.319037580051673,1.6392857245258663,0.9632135592119683,9.424681192203938,-2.6759474623534767,-6.780257815644504,12.978457906510988,-23.641738171411802,0.20334181705243248,-13.479254226291204,-7.615733882565589,20.11256681463137,-0.44595426455857023,1.9506969715138118,-17.815628557055913,-7.290446587946957,0.029483610109317736,0.05321365396698271,0.09253298315899182,0.0012941848376364484,0.07905063126819895,0.0680672868953526,-0.2744610616506797,0.00555085828652243,0.11518536115990555,0.08848197311017793,-0.05457882149561848,-0.12084397613090517,-0.16774678864824483,-0.01965810173121185,0.16996198193395828,-0.2927706152222403,modified strong collision
7,0.8763599716201499,1.076476687200815,0.9807026171257385,1.1362969657596655,1.236490761774053,0.8566572740241267,0.8700513139508831,0.9208378765767619,0.6962396215559601,1.358206880459375,0.9933718451251695,0.9857067252084658,1.0138252932092748,1.2625252968210663,0.9515156045229659,0.9085579696062536,0.8451075900221704,0.9350333100258832,0.6848024778798539,1.085124688507993,0.625063073416911,1.3207134442780257,0.48138632602579906,0.9211547615250947,1.388630956541964,0.6699176252839468,0.661138011582051,0.7502006901344507,0.9896778505694769,0.5630173906900418,2.399343912386889,1.809787000106777,0.7905126494177206,1.164119192491027,0.9449730505768252,0.8770433692776108,1.282005564536683,0.745491689626901,1.184136018785023,0.8897292338101513,0.8994242220121396,1.3465179471653201,0.8890062941450378,0.755744153459167,4354070.306181819,3.2554003066879695,3.851297414316657,3.440415639850181,-11.093150175315099,3.420575127692044,-5.7688712348702476,11.327412206769099,4.991662044715524,8.601619826934671,-0.42743322776976034,-0.7517714681349824,-1.6357696712092238,-6.269799081061379,16.465057996728355,-1.1327544194077945,13.38448049793088,3.4579096152933,5.666369283637635,-17.598272197105103,-12.55969280622589,9.993279716932706,0.4016819801551407,0.07627109833735954,0.03530005032323433,-0.1281757307540343,0.08351641988143053,-0.17172098500973915,-0.007868805768390314,0.08319708892238344,-0.02683762297249879,-0.030526553501352888,0.059503890269057835,0.15676245065201747,-0.25086429511302694,0.0852699318837694,-0.055487411072751236,0.14244303261742047,-0.0028947562199011863,reservoir state
8,0.6697551085092341,1.0782887612226522,0.8966027368373397,0.6859728913662481,0.6776389760031127,0.8331374046755144,1.044879858806922,1.081785143029529,0.8287835011940222,1.225567740522644,1.329225842298308,1.0824395290138789,0.8884467785122885,1.252177250954558,1.1630887002706578,1.1894386608628706,0.8769610196332366,0.242373039868456,2.8817435513505565,0.4468916078857056,0.9822749343530416,3.2883064506717528,1.1797332789470059,1.6074084709924115,0.4718008621292814,0.41113507149609085,0.7661698511792875,1.7252550027123936,0.8410327114871896,0.6721201495041355,1.1040482426718337,1.7176680898582748,0.485551413149247,0.78497092600284,0.8540770635619424,1.2447412474494894,1.0480845972311272,1.5317803434875585,1.2059759367547123,0.993005540521546,1.2879033262652553,1.043206770761481,0.8685029727064432,1.1456761295107807,0.030757135302012087,-2.903971008038668,13.27782695957983,-1.0128148621739936,-8.031413873416284,-4.643376914354916,10.21790585588673,-5.525406734167292,-3.8687084685064654,-5.102927396336286,1.8392549434030994,-3.8548976037560827,-16.01836048972537,-8.871809418450402,-9.327890415064383,12.43319384455155,8.126740421090425,5.872593793998259,-5.0535831726441,-8.157915419939712,-5.07517601657357,-10.51880102551674,24.972003915870072,-0.3367982472557103,0.08460128026107136,-0.19268284469887909,-0.015651523724203895,-0.14820029137406016,-0.17664434437239462,-0.17102944514024424,0.2632479230613088,-0.0199482633464388,-0.11485532917171294,0.08336804461243094,0.001552397184944903,0.10800506390124792,-0.2736384983906745,0.045540585669300214,0.11590422556535726,modified strong collision
9,0.7172580087848738,1.1328992884072124,1.185415019424229,1.1712156813534975,1.0223924018620458,1.2405830803888176,0.995604664821648,0.9110027905496724,1.1149217576567352,0.8017669495662325,0.8652435309982641,1.412714935441975,1.0100617327274442,1.0069248684925856,0.8302231578197442,1.194581628489223,1.403672991680441,0.9932094063969672,0.8710150671191232,1.0280598952936024,1.6870880307503981,1.0521345347370277,1.3232378786730348,0.8518115733809152,0.7435402283626047,0.8220001403730705,0.9824402563439374,0.855918173329134,0.27131607093851745,1.2912486235352094,0.47751479678986364,0.6681093453883238,1.4720016850631716,1.3531219660827531,1.2982231138213336,0.9934143783132641,1.2715723691245784,0.983418132426094,0.8048245542894067,0.7759219077593307,0.856461910371114,0.8864418664981734,0.926904190209607,0.7949096404470419,1.512048639883749,10.225684041197773,-14.790517091408455,19.01051388103498,-8.733177238349123,-0.8186013218192777,11.718949169814127,-0.10934881367524894,-3.2742538802757712,7.319554825498447,-5.514491801998266,-7.521337125337318,-10.613605771141073,6.751333036184251,9.138903300813917,17.775171850937298,5.034791244482038,0.06919555806499293,-3.0130720579205805,-0.9710763991753757,1.9347862842651484,5.767333491214476,-9.45930329130398,-0.04669544811445249,-0.0775967026855068,0.008350044407015925,0.028445308737543473,-0.36826776893921154,0.07459699066149113,-0.07575195130164457,0.057915098092873186,-0.06975300704817106,0.017954582105687955,0.07841265697884482,0.038108448794997314,-0.3265524120472421,0.05505533086492297,0.049930116014666494,-0.07438020436482655,modified strong collision
